Song Name,Artists,Artist_ID,Track_ID,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Times_played,Matched_Emotions,lyrics
Sandstorm,Darude,0LhHRmSd1EYM5QdNeNnCoQ,6Sy9BUbgFse0n0LPA5lwy5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-techno-
Stressed Out,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,3CRDbSIZ4r5MsZ0YwxuEkn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"I wish I found some better sounds no one's ever heard
\nI wish I had a better voice that sang some better words
\nI wish I found some chords in an order that is new
\nI wish I didn't have to rhyme every time I sang
\nI was told when I get older, all my fears would shrink
\nBut now I'm insecure, and I care what people think\n\n\n\nMy name's Blurryface and I care what you think\n\nMy name's Blurryface and I care what you think\n\n\n\nWish we could turn back time to the good old days\n\nWhen our momma sang us to sleep but now we're stressed out\n\nWish we could turn back time to the good old days\n\nWhen our momma sang us to sleep but now we're stressed out\n\n\n\nSometimes a certain smell will take me back to when I was young\n\nHow come I'm never able to identify where it's coming from?\n\nI'd make a candle out of it, if I ever found it\n\nTry to sell it, never sell out of it, I'd probably only sell one\n\nIt'd be to my brother, cause we have the same nose, same clothes, home grown, the stone's throw from a creek we used to roam\n\nBut it would remind us of when nothing really mattered\n\nOut of student loans and tree house homes, we all would take the latter\n\n\n\nMy name's Blurryface and I care what you think\n\nMy name's Blurryface and I care what you think\n\n\n\nWish we could turn back time to the good old days\n\nWhen our momma sang us to sleep but now we're stressed out\n\nWish we could turn back time to the good old days\n\nWhen our momma sang us to sleep but now we're stressed out\n\n\n\nUsed to play pretend, give each other different names, we would build a rocket ship and then we'd fly it far away\n\nUsed to dream of outer space, but now they're laughing at our face singing ""wake up, you need to make money"", yeah\n\n\n\nUsed to play pretend, give each other different names, we would build a rocket ship and then we'd fly it far away\n\nUsed to dream of outer space, but now they're laughing at our face singing ""wake up, you need to make money"", yeah\n\n\n\nWish we could turn back time to the good old days\n\nWhen our momma sang us to sleep but now we're stressed out\n\nWish we could turn back time to the good old days\n\nWhen our momma sang us to sleep but now we're stressed out\n\n\n\nWe used to play pretend, used to play pretend, bunny\n\nWe used to play pretend, wake up you need the money\n\nUsed to play pretend, used to play pretend, bunny\n\nWe used to play pretend, wake up you need the money\n\nUsed to play pretend, give each other different names, we would build a rocket ship and then we'd fly it far away\n\nUsed to dream of outer space, but now they're laughing at our face saying ""wake up, you need to make money"", yeah"
Plastic Heart,"Nostalghia, Tyler Bates, Joel J. Richard",75fIuwXxhZ1atNzWLMrgF0,7EPbzLbSzg9d94LZ9MnKFA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,No lyrics found.
Old Town Road,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,53CJANUxooaqGOtdsBTh7O,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"I'm gonna take my horse to the old town road
\nI'm gonna ride till I can't no more
\nI'm gonna take my horse to the old town road
\nI'm gonna ride till I can't no more
\nKio, Kio\n\nI got the horses in the back\n\nHorse tack is attached\n\nHat is matte black\n\nGot the boots that's black to match\n\nRidin' on a horse, ha\n\nYou can whip your Porsche\n\nI been in the valley\n\nYou ain't been up off the porch, now\n\n\n\nCan't nobody tell me nothin'\n\nYou can't tell me nothin'\n\nCan't nobody tell me nothin'\n\nYou can't tell me nothin'\n\n\n\nRidin' on a tractor\n\nLean all in my bladder\n\nCheated on my baby\n\nYou can go and ask her\n\nMy life is a movie\n\nBull ridin' and boobies\n\nCowboy hat from Gucci\n\nWrangler on my booty\n\n\n\nCan't nobody tell me nothin'\n\nYou can't tell me nothin'\n\nCan't nobody tell me nothin'\n\nYou can't tell me nothin'\n\n\n\nYeah, I'm gonna take my horse to the old town road\n\nI'm gonna ride till I can't no more\n\nI'm gonna take my horse to the old town road\n\nI'm gonna ride till I can't no more\n\nI got the"
Baby Blue - Remastered 2010,Badfinger,4pJCawaKSZ40EnxN0YEYw3,6S3JlDAGk3uu3NtZbPnuhS,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,No lyrics found.
Dance Off (feat. Idris Elba & Anderson .Paak),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Idris Elba, Anderson .Paak",5BcAKTbp20cv7tC5VqPFoC,7pDxNYVQLKzrbkCe8OCag3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Flo Rida - Hello Friday feat. Jason Derulo
Birdy - Keeping Your Head Up
Josef Salvat - Paradise
Charli XCX - Vroom Vroom
Tritonal - This Is Love
Pvris - You and I
Tinashe - Ride of Your Life
Zhu - In the Morning
Madeintyo - Uber Everywhere
ZAYN - iT's YoU
Hailee Steinfeld - Rock Bottom feat. DNCE
Miguel - waves (Remix) feat. Travis Scott
Macklemore & Ryan Lewis - Dance Off feat. Idris Elba & Anderson .Paak
Shura - Touch
Bibi Bourelly - Sally
Icona Pop - Someone Who Can Dance
Akon - Good Girls Lie
The Knocks - Love Me Like That feat. Carly Rae Jepsen
Devon Baldwin - Ring of Fire
The Rocket Summer - Help Me Out
Stephen - Sincerely
Gnash - i hate u, i love u feat. Olivia O'Brien
The Struts - Only Just a Call Away
The Starting Line - Luck
Wildes - Bare
Operators - Cold Light
Blackbear - Paragraphs
MOTHXR - Easy
James TW - When You Love Someone
XYLØ - BLK CLD
SKYES - Quarks
Jon Bellion - All Time Low (Acoustic)
Bishat - Sober
Nicky Romero - Future Funk
Mayer Hawthorne - Love Like That
Zedd - Candyman feat. Aloe Blacc
Run River North - Pretender
Weezer - King of the World
School of Seven Bells - Ablaze
Mothers - It Hurts Until it Doesn't
Kate Boy - A Girl Like You
Tokimonsta - Giving Up feat. Jonny Pierce
Santigold - Walking in a Circle
Parson James - Temple (Niko the Kid Remix)
Jillian Jacqueline - Prime
Lovespeake - Tightrope
K. Michelle - Time
Gold Panda - Time Eater
Texada - All My Life"
Heathens,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,6i0V12jOa3mr6uu4WYhUBr,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"All my friends are heathens, take it slow
\nWait for them to ask you who you know
\nPlease don't make any sudden moves
\nYou don't know the half of the abuse
\nAll my friends are heathens, take it slow\n\nWait for them to ask you who you know\n\nPlease don't make any sudden moves\n\nYou don't know the half of the abuse\n\n\n\nWelcome to the room of people who have rooms of people \n\nThat they loved one day, docked away\n\nJust because we check the guns at the door\n\nDoesn't mean our brains will change from hand grenades\n\nYou'll never know the psychopath sitting next to you\n\nYou'll never know the murderer sitting next to you\n\nYou'll think, ""How'd I get here, sitting next to you?""\n\nBut after all I've said, please don't forget\n\n\n\nAll my friends are heathens, take it slow\n\nWait for them to ask you who you know\n\nPlease don't make any sudden moves\n\nYou don't know the half of the abuse\n\n\n\nWe don't deal with outsiders very well\n\nThey say newcomers have a certain smell\n\nYou have trust issues, not to mention\n\nThey say they can smell your intentions\n\nYou'll never know the freakshow sitting next to you\n\nYou'll have some weird people sitting next to you\n\nYou'll think ""How did I get here, sitting next to you?""\n\nBut after all I've said, please don't forget\n\n\n\nWatch it\n\nWatch it\n\n\n\nAll my friends are heathens, take it slow\n\nWait for them to ask you who you know\n\nPlease don't make any sudden moves\n\nYou don't know the half of the abuse\n\n\n\nAll my friends are heathens, take it slow (Watch it)\n\nWait for them to ask you who you know (Watch it)\n\nAll my friends are heathens, take it slow (Watch it)\n\nWait for them to ask you who you know\n\n\n\nWhy'd you come, you knew you should have stayed (It's blasphemy)\n\nI tried to warn you just to stay away\n\nAnd now they're outside ready to bust\n\nIt looks like you might be one of us"
Enter Sandman (Remastered),Metallica,2ye2Wgw4gimLv2eAKyk1NB,3VqHuw0wFlIHcIPWkhIbdQ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Say your prayers, little one
\nDon't forget, my son, \nTo include everyone \nTuck you in, warm within \nKeep you free from sin \n\nTill the sandman he comes \n\n\n\nSleep with one eye open \n\nGripping your pillow tight \n\n\n\nExit: light \n\nEnter: night \n\nTake my hand \n\nWe're off to never-never land \n\n\n\nSomething's wrong, shut the light \n\nHeavy thoughts tonight \n\nAnd they aren't of Snow White \n\n\n\nDreams of war, dreams of liars \n\nDreams of dragon's fire \n\nAnd of things that will bite \n\n\n\nSleep with one eye open \n\nGripping your pillow tight \n\n\n\nExit: light \n\nEnter: night \n\nTake my hand \n\nWe're off to never-never land \n\n\n\nNow I lay me down to sleep \n\nPray the Lord my soul to keep \n\nIf I die before I wake \n\nPray the Lord my soul to take \n\n\n\nHush little baby, don't say a word \n\nAnd never mind that noise you heard \n\nIt's just the beasts under your bed \n\nIn your closet, in your head \n\n\n\nExit: light \n\nEnter: night \n\nGrain of sand \n\n\n\nExit: light \n\nEnter: night \n\nTake my hand \n\nWe're off to never-never land"
Play with Fire (feat. Yacht Money),"Sam Tinnesz, Yacht Money",70TsVY28EcEUYSGG5Yw7mp,7vguMCv8uVuZLiQJ156u3Z,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Insane, inside
The danger gets me high
Can't help myself
Got secrets I can't tell
I love the smell of gasoline
I light the match to taste the heat
I've always liked to play with fire
Play with fire
I've always liked to play with fire
I ride (I ride) the edge (the edge)
My speed goes in the red
Hot blood (hot blood), these veins (these veins)
My pleasure is their pain
I love to watch the castles burn
These golden ashes turn to dirt (hmm, hmm)
I've always liked to play with fire
Play with fire
Play with fire
Fire, fire
I've always liked to play with fire
Oh, watching as the flames get higher
Oh, I've always liked to play with (mmm)
Rite of passage, classic havoc
Match in the gas tank, ooh, that's wretched
Unstoppable, legendary animal (mmm)
Digital justice, now you're gonna know us
Hail to the king and queen of the ruckus
Yacht Money wired, no denying
I've always liked to play with fire
Play with fire
(I've always liked to play with fire)
Play with fire
(I've always liked to play with fire)
Fire, fire
(I've always liked to play with fire)
Always liked to play with fire
(I've always liked to play with)"
Ain't No Rest for the Wicked,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,3Pzh926pXggbMe2ZpXyMV7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"I was walking down the street,
\nWhen out the corner of my eye
\nI saw a pretty little thing approaching me.
\nShe said ""I've never seen a man
\nWho looks so all alone,
\nCould you use a little company?\n\n\n\nIf you can pay the right price\n\nYour evening will be nice,\n\nAnd you can go and send me on my way.""\n\nI said ""You're such a sweet young thing\n\nWhy you do this to yourself?""\n\nShe looked at me and this is what she said:\n\n\n\n""Oh, there ain't no rest for the wicked,\n\nMoney don't grow on trees.\n\nI got bills to pay,\n\nI got mouths to feed,\n\nThere ain't nothing in this world for free.\n\nI know I can't slow down,\n\nI can't hold back,\n\nThough you know, I wish I could.\n\nNo there ain't no rest for the wicked,\n\nUntil we close our eyes for good"".\n\n\n\nNot even fifteen minutes later\n\nI'm still walking down the street,\n\nWhen I saw a shadow of a man creep out of sight.\n\nAnd then he sweeps up from behind\n\nAnd puts a gun up to my head,\n\nHe made it clear he wasn't looking for a fight.\n\n\n\nHe said ""Give me all you've got\n\nI want your money not your life,\n\nBut if you try to make a move I won't think twice.""\n\nI go like ""You can have my cash\n\nBut first you know I got to ask\n\nWhat made you want to live this kind of life?""\n\n\n\nHe said ""There ain't no rest for the wicked,\n\nMoney don't grow on trees.\n\nI got bills to pay,\n\nI got mouths to feed,\n\nThere ain't nothing in this world for free.\n\nI know I can't slow down,\n\nI can't hold back,\n\nThough you know, I wish I could.\n\nNo there ain't no rest for the wicked,\n\nUntil we close our eyes for good"".\n\n\n\nNow a couple hours have passed\n\nAnd I was sitting at my house,\n\nThe day was winding down and coming to an end.\n\nSo I turned on the TV\n\nAnd flipped it over to the news,\n\nAnd what I saw I almost couldn't comprehend.\n\n\n\nI saw a preacher man in cuffs he'd taken money from the church,\n\nHe stuffed his bank account with righteous dollar bills.\n\nBut even still I can't say much\n\nBecause I know we're all the same,\n\noh yes we all seek out to satisfy those thrills\n\n\n\n""Oh, there ain't no rest for the wicked,\n\nMoney don't grow on trees.\n\nWe got bills to pay,\n\nWe got mouths to feed,\n\nThere ain't nothing in this world for free.\n\nI know we can't slow down,\n\nWe can't hold back,\n\nThough you know, we wish we could.\n\nNo there ain't no rest for the wicked,\n\nUntil we close our eyes for good""\n\n\n\n\n\n(Thanks to jamieluvsmichael for correcting these lyrics)"
Temperature,Sean Paul,3Isy6kedDrgPYoTS1dazA9,0k2GOhqsrxDTAbFFSdNJjT,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"The gal dem Schillaci...Sean da Paul
\nSo me give it to...so me give to...so me give it to...to all girls
\nFive million and forty naughty shorty...
\nBaby girl...all my girls..all my girls...Sean da Paul sey...
\nWell woman the way the time cold I wanna be keepin' you warm\n\nI got the right temperature for shelter you from the storm\n\nOh lord, gal I got the right tactics to turn you on, and girl I...\n\nWanna be the Papa...You can be the Mom....oh oh!\n\n\n\nMake I see the gal them bruk out pon the floor from you don't want no worthless performer\n\nFrom you don't want no man wey can't turn you on gal make I see your hand them up on ya..\n\nCan't tan pon it long.....naw eat no yam...no steam fish....nor no green banana\n\nBut down in Jamaica we give it to you hot like a sauna..\n\n\n\nBumper exposed and gal you got your chest out \n\nbut you no wasters cause gal you impress out...\n\nAnd if you des out a me you fi test out,\n\nCause I got the remedy to make you de-stress out....\n\nMe haffi flaunt it because me God Bless out...And girl if you want it you haffi confess out...\n\nA no lie weh we need set speed a fi test the mattress out..\n\n\n\nGal don't say me crazy now, this strange love it a no Bridgette and Flava show..\n\nTime fi a make baby now so stop gwaan like you a act shady yo...\n\nWoman don't play me know, cause a no Fred Sanford nor Grady yo....\n\nMy lovin' is the way to go...my lovin' is the way to go.....\n\n\n\nWhen you roll with a player like me... with a bredda like me girl there is no other\n\nNo need to talk it right here just park it right here keep it undercover\n\nFrom me love how you fit inna you blouse and you fat inna you jeans and mi waan discover..\n\nEverything out you baby girl can you hear when me utter...\n\n\n\nMake I see the gal them bruk out pon the floor from you don't want no worthless performer\n\nFrom you don't want no man wey can't turn you on gal make I see your hand them up on ya..\n\nCan't tan pon it long.....naw eat no yam...no steam fish....nor no green banana\n\nBut down in Jamaica we give it to you hot like a sauna.."
Yellow,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3AJwUDP919kvQ9QcozQPxg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Look at the stars
\nlook how they shine for you
\nand everything you do
\nyeah they were all yellow
\nI came along \nI wrote a song for you\n\nand all the things you do\n\nand it was called yellow\n\nSo then I took my turn \n\noh what a thing to have done\n\nand it was all yellow\n\n\n\nyour skin\n\noh yeah your skin and bones\n\nturn into something beautiful\n\nand you know\n\nyou know I love you so\n\nyou know I love you so\n\n\n\nI swam across\n\nI jumped across for you\n\noh what a thing to do\n\n'cos you were all yellow\n\nI drew a line\n\nI drew a line for you\n\noh what a thing to do\n\nand it was all yellow\n\n\n\nand your skin\n\noh yeah your skin and bones\n\nturn into something beautiful\n\nand you know\n\nfor you I bleed myself dry\n\nfor you I bleed myself dry\n\n\n\nit's true\n\nlook how they shine for you\n\nlook how they shine for you\n\nlook how they shine for\n\nlook how they shine for you\n\nlook how they shine for you\n\nlook how they shine\n\n\n\nlook at the stars\n\nlook how they shine for you\n\nand all the things that you do"
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",6M2wZ9GZgrQXHCFfjv46we,5nujrmhLynf4yMoMtj8AQF,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"[Intro: DaBaby]
Billboard bebeğim, Dua Lipa gelirken onları dans ettir
Herkes koşacak bir dans pisti arıyor
[Verse 1: Dua Lipa]
Eğer benimle kaçmak istiyorsan, bir galaksi biliyorum
Ve seni gezmeye götürebilirim
İçimde ritme kapılacağımıza dair bir his var
Müziğin ömür boyu durmadığı bir yerde
Parıltı gökyüzünde, parıltı gözlerimde
Tam istediğim gibi parlıyor
Eğer bir ortağa ihtiyacın olduğunu düşünüyorsan
Benimle mükemmel zamanda tanıştın
[Pre-Chorus: Dua Lipa]
Sen beni istiyorsun, ben seni istiyorum, bebeğim
Şekerim, havaya uçuyorum
Samanyolu, kaçıyoruz
Evet, evet, evet, evet, evet
[Chorus: Dua Lipa]
Yakladım seni, ay ışığı, sen benim yıldız ışığımsın
Bütün gece sana ihtiyacım var, hadi, benimle dans et
Havalara uçuyorum
Sen, ay ışığı, sen benim yıldız ışığımsın (Sen ay ışığısın)
Bütün gece sana ihtiyacım var, hadi, benimle dans et
Havalara uçuyorum"
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",7CajNmpbOovFoOoasH2HaY,7ef4DlsgrMEH11cDZd32M6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,"Girls Like You by Maroon 5 ft. Cardi B
Spent 24 hours, I need more hours with you
You spent the weekend getting even, ooh
We spent the late nights making things right between us
But now it's all good, babe
Roll that backward, babe
And play me close
'Cause girls like you run 'round with guys like me
Till sundown when I come through
I need a girl like you, yeah yeah
Girls like you love fun, and yeah, me too
What I want when I come through
I need a girl like you
Yeah yeah yeah
Yeah yeah yeah, yeah yeah yeah
I need a girl like you
Yeah yeah, yeah
Yeah yeah yeah, yeah yeah yeah
A girl like you
One Kiss by Calvin Harris & Dua Lipa"
Don't Start Now,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,3PfIrDoz19wz7qK7tYeu62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"If you don't wanna see me
\nDid a full 180, crazy
\nThinking 'bout the way I was
\nDid the heartbreak change me? Maybe
\nBut look at where I ended up\n\nI'm all good already\n\nSo moved on, it's scary\n\nI'm not where you left me at all, so\n\n\n\nIf you don't wanna see me dancing with somebody\n\nIf you wanna believe that anything could stop me\n\n\n\nDon't show up, don't come out\n\nDon't start caring about me now\n\nWalk away, you know how\n\nDon't start caring about me now\n\n\n\nAren't you the guy who tried to\n\nHurt me with the word ""goodbye""?\n\nThough it took some time to survive you\n\nI'm better on the other side\n\nI'm all good already\n\nSo moved on, it's scary\n\nI'm not where you left me at all, so\n\n\n\nIf you don't wanna see me dancing with somebody\n\nIf you wanna believe that anything could stop me\n\n(Don't, don't, don't)\n\n\n\nDon't show up, don't come out\n\nDon't start caring about me now\n\nWalk away, you know how\n\nDon't start caring about me now ('Bout me now, 'bout me)\n\n\n\nUp, up\n\nDon't come out, out, out\n\nDon't show up, up, up\n\nDon't start now (Oh)\n\nUp, up\n\nDon't come out, out\n\nI'm not where you left me at all, so\n\n\n\nIf you don't wanna see me dancing with somebody\n\nIf you wanna believe that anything could stop me\n\n\n\nDon't show up (Don't show up), don't come out (Don't come out)\n\nDon't start caring about me now ('Bout me now)\n\nWalk away (Walk away), you know how (You know how)\n\nDon't start caring about me now (So)\n\n\n\nUp, up\n\nDon't come out, out, out\n\nDon't show up, up, up\n\nWalk away, walk away (So)\n\nUp, up\n\nDon't come out, out, out\n\nDon't show up, up, up\n\nWalk away, walk away, oh"
New Rules,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2xJCMIJfcNYDc5iR0sAm2O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"One, one, one
\nTalkin' in my sleep at night
\nMakin' myself crazy
\n(Out of my mind, out of my mind)
\nWrote it down and read it out\n\nHopin' it would save me\n\n(Too many times, too many times)\n\nMy love, he makes me feel like nobody else\n\nNobody else\n\nBut my love, he doesn't love me\n\nSo I tell myself, I tell myself\n\n\n\nOne, don't pick up the phone\n\nYou know he's only calling 'cause he's drunk and alone\n\nTwo, don't let him in\n\nYou have to kick him out again\n\nThree, don't be his friend\n\nYou know you're gonna wake up in his bed in the morning\n\nAnd if you're under him\n\nYou ain't getting over him\n\n\n\nI've got new rules, I count 'em\n\nI've got new rules, I count 'em\n\nI've gotta tell them to myself\n\nI've got new rules, I count 'em\n\nI've gotta tell them to myself\n\n\n\nI keep pushin' forwards\n\nBut he keeps pullin' me backwards\n\n(Nowhere to turn, no way)\n\n(Nowhere to turn, no)\n\nNow I'm standing back from it\n\nI finally see the pattern\n\n(I never learn, I never learn)\n\nBut my love, he doesn't love me\n\nSo I tell myself, I tell myself\n\nI do, I do, I do\n\n\n\nOne, don't pick up the phone\n\nYou know he's only calling 'cause he's drunk and alone\n\nTwo, don't let him in\n\nYou have to kick him out again\n\nThree, don't be his friend\n\nYou know you're gonna wake up in his bed in the morning\n\nAnd if you're under him\n\nYou ain't getting over him\n\n\n\nI've got new rules, I count 'em\n\nI've got new rules, I count 'em\n\nI've gotta tell them to myself\n\nI've got new rules, I count 'em\n\nI've gotta tell them to myself\n\n\n\nPractice makes perfect\n\nI'm still tryna' learn it by heart\n\nEat, sleep, and breathe it\n\nRehearse and repeat it 'cause I (I, I, I)\n\n\n\nOne, don't pick up the phone\n\nYou know he's only calling 'cause he's drunk and alone\n\nTwo, don't let him in\n\nYou have to kick him out again\n\nThree, don't be his friend\n\nYou know you're gonna wake up in his bed in the morning\n\nAnd if you're under him\n\nYou ain't getting over him\n\n\n\nI got new rules, I count 'em\n\nI got new rules, I count 'em\n\n(Oh, whoa-oh)\n\nI gotta tell them to myself\n\nI got new rules, I count 'em\n\n(Baby, you know I count 'em)\n\nI gotta tell them to myself\n\nDon't let him in, don't let him in\n\nDon't, don't, don't, don't\n\nDon't be his friend, don't be his friend\n\nDon't, don't, don't, don't\n\nDon't let him in, don't let him in\n\nDon't, don't, don't, don't\n\nDon't be his friend, don't be his friend\n\nDon't, don't, don't, don't\n\nYou gettin' over him"
Flowers,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,7DSAEUvxU8FajXtRloy8M0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"We were good, we were gold
\nKind of dream that can't be sold
\nWe were right 'til we weren't
\nBuilt a home and watched it burn
\nMmm, I didn't wanna leave you, I didn't wanna lie\n\nStarted to cry, but then remembered I\n\n\n\nI can buy myself flowers\n\nWrite my name in the sand\n\nTalk to myself for hours\n\nSay things you don't understand\n\nI can take myself dancing\n\nAnd I can hold my own hand\n\nYeah, I can love me better than you can\n\n\n\nCan love me better, I can love me better, baby\n\nCan love me better, I can love me better, baby\n\n\n\nPaint my nails cherry red\n\nMatch the roses that you left\n\nNo remorse, no regret\n\nI forget every word you said\n\n\n\nOoh, I didn't wanna leave, baby, I didn't wanna fight\n\nStarted to cry, but then remembered I\n\n\n\nI can buy myself flowers\n\nWrite my name in sand\n\nTalk to myself for hours, yeah\n\nSay things you don't understand\n\nI can take myself dancing, yeah\n\nI can hold my own hand\n\nYeah, I can love me better than you can\n\n\n\nCan love me better, I can love me better, baby\n\nCan love me better, I can love me better, baby\n\nCan love me better, I can love me better, baby\n\nCan love me better, ooh, I\n\n\n\nI didn't wanna leave you, I didn't wanna fight\n\nStarted to cry, but then remembered I\n\n\n\nI can buy myself flowers (Uh-huh)\n\nWrite my name in the sand (Ooh, mmm)\n\nTalk to myself for hours (Yeah)\n\nSay things you don't understand (Better than you)\n\nI can take myself dancing (Yeah)\n\nI can hold my own hand\n\nYeah, I can love me better than\n\nYeah, I can love me better than you can\n\n\n\nCan love me better, I can love me better, baby (Uh)\n\nCan love me better, I can love me better, baby (Than you can)\n\nCan love me better, I can love me better, baby\n\nCan love me better, I"
Lose Yourself,Eminem,0LyfQWJT6nXafLPZqxe9Of,7MJQ9Nfxzh8LPZ9e9u68Fq,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Look, if you had one shot, one opportunity
\nTo seize everything you ever wanted-One moment
\nWould you capture it or just let it slip? \nHis palms are sweaty, knees weak, arms are heavy \nThere's vomit on his sweater already, mom's spaghetti\n\nHe's nervous, but on the surface he looks calm and ready \n\nTo drop bombs, but he keeps on forgettin \n\nWhat he wrote down, the whole crowd goes so loud \n\nHe opens his mouth, but the words won't come out\n\nHe's chokin, how everybody's jokin now\n\nThe clock's run out, time's up overblaw\n\nSnap back to reality, Oh there goes gravity\n\nOh, there goes Rabbit, he choked\n\nHe's so mad, but he won't give up that\n\nEasy, no\n\nHe won't have it , he knows his whole back's to these ropes\n\nIt don't matter, he's dope\n\nHe knows that, but he's broke\n\nHe's so stagnant that he knows \n\nWhen he goes back to his mobile home, that's when it's\n\nBack to the lab again yo\n\nThis whole rap shit\n\nHe better go capture this moment and hope it don't pass him\n\n\n\nYou better lose yourself in the music, the moment \n\nYou own it, you better never let it go \n\nYou only get one shot, do not miss your chance to blow \n\nThis opportunity comes once in a lifetime yo \n\n\n\n\n\nYou better lose yourself in the music, the moment \n\nYou own it, you better never let it go \n\nYou only get one shot, do not miss your chance to blow \n\nThis opportunity comes once in a lifetime yo \n\n\n\n\n\nThe soul's escaping, through this hole that it's gaping\n\nThis world is mine for the taking\n\nMake me king, as we move toward a, new world order \n\nA normal life is borin, but superstardom's close to post mortem\n\nIt only grows harder, only grows hotter \n\nHe blows us all over these hoes is all on him\n\nCoast to coast shows, he's know as the globetrotter\n\nLonely roads, God only knows\n\nHe's grown farther from home, he's no father\n\nHe goes home and barely knows his own daughter\n\nBut hold your nose cuz here goes the cold water \n\nHis hoes don't want him no mo, he's cold product \n\nThey moved on to the next schmoe who flows\n\nHe nose dove and sold nada\n\nSo the soap opera is told and unfolds\n\nI suppose it's old partna', but the beat goes on\n\nDa da dum da dum da da\n\n\n\nYou better lose yourself in the music, the moment \n\nYou own it, you better never let it go \n\nYou only get one shot, do not miss your chance to blow \n\nThis opportunity comes once in a lifetime yo \n\n\n\nYou better lose yourself in the music, the moment \n\nYou own it, you better never let it go \n\nYou only get one shot, do not miss your chance to blow \n\nThis opportunity comes once in a lifetime yo \n\n\n\nNo more games, I'ma change what you call rage \n\nTear this mothafuckin roof off like 2 dogs caged \n\nI was playin in the beginnin, the mood all changed \n\nI been chewed up and spit out and booed off stage \n\nBut I kept rhymin and stepwritin the next cypher \n\nBest believe somebody's payin the pied piper\n\nAll the pain inside amplified by the fact \n\nThat I can't get by with my 9 to 5 \n\nAnd I can't provide the right type of life for my family \n\nCuz man, these goddam food stamps don't buy diapers \n\nAnd it's no movie, there's no Mekhi Phifer, this is my life \n\nAnd these times are so hard and it's getting even harder \n\nTryin to feed and water my seed, plus \n\nSee dishonor caught up between being a father and a prima donna \n\nBaby mama drama's screamin on and \n\nToo much for me to wanna \n\nStay in one spot, another day of monotony \n\nHas gotten me to the point, I'm like a snail \n\nI've got to formulate a plot fore I end up in jail or shot \n\nSuccess is my only mothafuckin option, failure's not \n\nMom, I love you, but this trailer's got to go \n\nI cannot grow old in Salem's lot \n\nSo here I go is my shot.\n\nFeet fail me not cuz maybe the only opportunity that I got\n\n\n\nYou better lose yourself in the music, the moment \n\nYou own it, you better never let it go \n\nYou only get one shot, do not miss your chance to blow \n\nThis opportunity comes once in a lifetime yo \n\n\n\nYou better lose yourself in the music, the moment \n\nYou own it, you better never let it go \n\nYou only get one shot, do not miss your chance to blow \n\nThis opportunity comes once in a lifetime yo \n\n\n\nYou can do anything you set your mind to, man"
Not Afraid,Eminem,7dGJo4pcD2V6oG8kP0tJRR,7Ie9W94M7OjPoZVV216Xus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yeah, it's been a ride
\nI guess I had to go to that place to get to this one
\nNow some of you might still be in that place
\nIf you're tryin' to get out
